no,tweet,label
152,"#UUMD3

KONTROVERSIAL

UUMD3 ADALAH HASIL REKAYASA POLITIK YANG KONTROVERSIAL DAN MENJADI SUMBER MASALAH.
SALAH... http://fb.me/6S593WpH8 ",0
153,Menkumham Usul DPD Dilibatkan Bahas UU MD3 http://goo.gl/fb/zjtEMj  #nasional #news #bahas #dpd #md3 #usul #uu #uumd3,1
154,"KPK: Kalau DPR Mau Merevisi UU MD3, Hebat! http://goo.gl/fb/V2iSj9  #regional #dpr #md3 #uu #uumd3",1
155,Revisi UU MD3 Dibatasi. #Revisi #UUMD3... http://fb.me/3qQLwzXwT ,0
156,"JANGAN ADA LAGI TANGIS KORBAN UU MD3

Frederik Radjawane menangis saat bersaksi di Mahkamah Konstitusi, Kamis 3 Mei 2018. Ia merasa jadi korban langsung dari UU MD3. Yuk, ikuti kisahnya di video ini, Bro dan Sis...

#PSI #PSINomor11 #TolakUUMD3 #SamaSamapic.twitter.com/4i4fVmgTti",0
157,"Balikin oh balikin
Hak kami untuk berdemokrasi
#TolakUUMD3 #RakyatMenggugat",0
158,"Berikut penjelasan singkat mengapa @DPP_PPP  Konsisten Bersama Rakyat tolak UU MD3
1.Sebagai bukti konsistensi & keberpihakan nyata PPP trhdp gelombang penolakan masyarakat terhadap perubahan UU MD3, PPP tdk hadir dlm pelantikan tambahan Pimpinan MPR siang hari ini. 
#TolakUUMD3",0
159,"3.(2) Pasal 122, kemungkinan pemidanaan masyarakat yang mengkritik DPR dan Anggota DPR; 
#TolakUUMD3",0
160,Berikut link Petisi #TolakUUMD3,0
161,"Yang begini mesti diviralkan,biar ga mesti bungkam ama UU md3 #saveIndonesia #tolakUUMD3 https://twitter.com/aprilialin/status/979364723857571841 …",0
162,"Salam pergerakan
#tolaknyia
tolak uumd3
https://rengnge.wordpress.com/2018/04/05/mencari-ibu-ku-yang-diam/ …",0
163,"Aksi Kamisan Makassar KEMBALI menggelar aksi solidaritas 

""Tolak UU MD3 & RKUHP""
 
Kamis, 5 April 2018
15.00-17.00 Wita 
Di depan Monumen Mandala, Makassar

#AksiKamisanMakassar
#JoinForces
#RelawanKomite
#MariBersama
#BersatuBersamaBerlawan
#KebebasanBerekspresi
#TolakUUMD3 pic.twitter.com/PC5RCX7u1Q",0
164,Dan segera diikuti masyarakat lebih luas #TolakUUMD3 https://twitter.com/cecdepok/status/980140230257803264 …,0
165, Tolak UUMD3,0
166,ini akibat UU MD3... mereka bisa semena - mena... #TolakUUMD3,0
167, : Tolak UUMD3,0
168,Bang @AntoniRaja mohon lindungi kami rakyat keluarga besar KEMENTERIAN AGAMA yg dihina oleh oknum anggota DPR. #TolakUUMD3,0
169,Mbak @NajwaShihab mohon angkat  di @MataNajwa ttg Oknum Anggota DPR hina keluarga besar KEMENTERIAN AGAMA dgn kata Bangsat. #TolakUUMD3,0
170,Pak @karniilyas mohon di angkat di @ILC_tvOnenews tema : Oknum Anggota DPR hina keluarga besar KEMENTERIAN AGAMA. #TolakUUMD3 @tvOneNews ,0
171,Ini akibat UU MD3... Mereka jadi semena2... #TolakUUMD3 #LaporkanArteriaDahlan,0
172,"Setuju,
Saya pribadipun tetap akan menolak UU MD3

#TolakUUMD3
#Romahurmuziy
#PPPJateng7https://twitter.com/MRomahurmuziy/status/979135008475512834 …",0
173,"partai nyata yang bergerak bersama rakyat, memperjuangkan aspirasi rakyat, membangun persatuan dan kesatuan bangsa ini, bangga dg ketum ny @MRomahurmuziy #TolakUUMD3 #Romahurmuziy #PPP10Sempurna",0
174,#TOLAKUUMD3 tolak keras biar ngga laku ,0
175,"Membahas yg sedang panas #uumd3
Sudah lupakah kalian (DPR) bahwasanya kalian duduk di kursi empuk dalam ruangan sejuk tp kalian(DPR) sok bertanduk, jabatan kalian itu amanah rakyat tp kalian berkelakuan seperti bangsat!
#tolakuumd3#bubarkandpr",0
176,"Dari rakyat? Oleh rakyat? Untuk rakyat? 
Sumber: Majalah Tempo edisi pekan ini 
#TolakUUMD3 pic.twitter.com/u3e979Squb",0
177,"dan kini telah resmi menjadi UU. Sahabat, kerja kita tidak boleh berhenti. Kamu harus terus suarakan dukunganmu. Bantu kami untuk terus bergerak, karena aksi kamu sangat berarti. 
•
Dukung ICW melalui donasi publik,bantu sebar petisinya. (klik link pada bio) 
#TolakUUMD3 pic.twitter.com/kA8fNdFNCb",0
178,"masih belum ada kabar baik terkait masalah uu md3?

#TakAdaPerpu #TakAdaPemilu #Golput #MatiRasa #UUMD3 #TolakUUMD3 #MerekaBukanWakilRakyat #MerekaWakilPartai",0
179,"Perlu diketahui Pak Presiden #Jokowi bahwa kami di daerah, serentak sudah menyepakati penolakan UU MD3. 
#tolakuumd3 #pmii #untuknegripic.twitter.com/enhcgQy0tp",0
180,"Penolakan dan aksi ada dimana-mana... Yang Mulia tau kan???
#TOLAKUUMD3
#dprngapayakhttps://twitter.com/DPR_RI/status/966508053083254784 …",0
181,"Ngapain milih anggota DPR , kalo yg ternyata ngewakilin kita di kantor maha megah itu gaboleh dikritik?? #TOLAKUUMD3",0
182,"Selamat pagi. Pagi ini jalanan Jakarta dan Depok begitu nyaman krn lancar. Semoga weekend ini semua lancar dan nyaman ya gaess.

Mo kasi tau aja, kalo saya tetap #TolakHTI dan #TolakUUMD3",0
183,"Saya ingin mendengarkan pendapat kiai @UstdzTengku , @felixsiauw, @Intel_FPI, @GNPF_MUI @GAHMI_INDONESIA,
@KahmiNasional @KitaAlumni212 ; soal  UU MD3? 
Sedangkan Syariat Islam dan Pancasila mengusung keadilan warga di mata Hukum tanpa membedakan jabatan fungsional.
#TolakUUMD3",0
184,"Ini jariku,mana jarimu...
#TolakUUMD3 kontras http://instagram.com/p/uDQU2xgejA/ ",0
185,"Demokrasi ini sudah mengorbankan banyak kawan2 #Trisakti
#TolakUUMD3 http://instagram.com/p/uCM9TxAenY/ ",0
186,Masyarakat Sipil Tolak Bali Democracy Forum #TolakUUPILKADA #TolakUUMD3 @ibehnababan@haloBali@semiaji_w@PartaiSocmed  pic.twitter.com/JtPBiomkMg,0
187,UU MD3 dan UU pilkada tdk langsung merupakan bentuk pemberangusan hak konstitusi rakyat! #TolakUUMD3&UUPilkadaTidakLangsung,0
188,@hamdanzoelva pak! Saya #tolakUUmd3 #TolakRUUPilkada ! tolak koalisi merah yg katanya putih.,0
189,PENOLAKAN PEMILIHAN TIDAK LANGSUNG !!!! #TolakUUMD3 [pic] — https://path.com/p/2HtC3S ,0
190,Kita sebagai rakyat jangan mau uang miliyaran sogokan pilkada hanya jatuh ketangan anggota DPRD. Keenakan mereka. #tolakUUMD3,0
191,"@GregoriusAngger @ChangeOrg_ID beli kucing dalam karung woy,, #tolakUUMD3 dan RUU Pilkada",0
192,"Saya tidak mendukung pemilihan gubernur, wakil gubernur lewat DPRD #saveahok #tolakUUMD3",0
193,Jangan di biarkan #TolakUUMD3,0
194,"Ingin jadi pejabat bersih, ya jangan korupsi. Bukan menghalangi kerja lembaga korupsi #tolakUUMD3",0
195,Cara Mudah Ikut Petisi Tolak UU 'DPR Kebal Hukum' - Kontan Online http://www.google.com/url?q=http://nasional.kontan.co.id/news/cara-mudah-ikut-petisi-tolak-uu-dpr-kebal-hukum&sa=U&ei=yU4MVJ22OtGLuASnyYHoCg&ved=0CBQQFjAD&usg=AFQjCNG3GNUPZKFoQSUY0674rt-bHO4p7g … #TolakUUMD3 krn akan merugikan masyarakat.,0
196,Selama ini Rakyat di beri kebebasan memilih kpla daerah tap ttap aja ribut@NettaGrace @PrabowoSub_Info #tolakUUMD3 #SelamatkanIndonesia,0
197,"Sbg rkyt Indonesia,sy krg sependapat dgn pengesahan UU MD3 dr DPR. Salah satu pasal yg krusial ad/ ps. 122 huruf k. Ps ini sgt rentan disalahgunakan oleh DPR  & bs menciptakan lembaga superbody yg kebal hukum.Ironisnya berpotensi membungkam demokrasi Indonesia.  #HasilRevisiUUMD3",0
198,"Kehormatan datang dari sikap dan tingkah laku...tidak bisa di paksakan

#UUMD3 #ripdemokrasi #hasilrevisiuumd3",1
199,Gak bisa dong itu menjadi perlindungan bagi anggota DPR yang terlibat tindak pidana #HasilRevisiUUMD3 #UUMD3 #WakilRakyat,0
200,Kewenangan DPR jangan di salah gunakan. DPR harus menciptakan UU yang adil #HasilRevisiUUMD3 #WakilRakyat #UUMD3,1
201,#HasilRevisiUUMD3 dianggap sebagai pengkhianatan terhadap aturan tata negara di Indonesia.,0
202,kewenangan legislasi yang dimiliki DPR harus dimanfaatkan untuk menghasilkan suatu undang-undang yang adil. #HasilRevisiUUMD3 #BekerjaUntukRakyat #BekerjaUntukNegarapic.twitter.com/WTLlqtF1g4,1
203,#HasilRevisiUUMD3 bukan justru menciptakan mekanisme perlindungan bagi tindak kejahatan yang dilakukan oleh legislator #WakilRakyat #UUMD3pic.twitter.com/i7xjOipEVV,1
204,#HasilRevisiUUMD3 berusaha mengesahkan cara-cara defensif dan protektif bagi anggota DPR ketika berhadapan dengan hukum #UUMD3 #WakilRakyat,0
205,#HasilRevisiUUMD3 menjadikan kewenangan DPR paling superior dibandingkan lembaga eksekutif maupun yudikatif #BekerjaUntukRakyat #BekerjaUntukNegarapic.twitter.com/Thtt0YfNSK,0
206,penyidikan pada anggota DPR harus melalui izin tertulis presiden dan pertimbangan Mahkamah Kehormatan Dewan (MKD) #HasilRevisiUUMD3 pic.twitter.com/U9XF9wQhVi,1
207,Coba di evaluasi lagi dan di kaji ulang terkait #HasilRevisiUUMD3 #UUMD3 #DPR,1
208,#HasilRevisiUUMD3 sekaligus mengambil peran sebagai lembaga yang berwenang dalam memanggil paksa seseorang dalam dua pasal di UU MD3 tersebut. #WakilRakyat #BekerjaUntukRakyat,0
209,#HasilRevisiUUMD3 untuk melindungi diri anggota DPR yg tersandung tindak pidana di masa yang akan datang #WakilRakyat #BekerjaUntukRakyat,0
210,kedua pasal itu mengindikasikan DPR sedang berproses menjadi lembaga yang memiliki kewenangan paling superior #HasilRevisiUUMD3 #WakilRakyat #UUMD3,0
211,#HasilRevisiUUMD3 perlu dilakukan evaluasi dan kajian yang mendalam #UUMD3 #WakilRakyatpic.twitter.com/hBU8tdPHIn,1
212,#HasilRevisiUUMD3 DPR sendiri hanya memiliki kewenangan di bidang legislatif sebatas fungsi penganggaran. pengawasan dan legislasi. #WakilRakyat #BekerjaUntukRakyatpic.twitter.com/mh2YnlhHf2,1
213,#HasilRevisiUUMD3 harusnya kewenangan itu hanya dimiliki oleh aparat penegak hukum #BekerjaUntukRakyat #BekerjaUntukNegarapic.twitter.com/s9uMmmD8aI,0
214,#HasilRevisiUUMD3 DPR kalau mereka mau manggil orang dengan tangan kepolisian. namanya mereka sudah jadi penegak hukum. enggak usah jadi lembaga legislatif lagi #WakilRakyat #UUMD3pic.twitter.com/mh2YnlhHf2,0
215,DPR sebut peran DPD akan diatur dalam revisi UU MD 3 #HasilRevisiUUMD3 #WakilRakyat #BekerjaUntukRakyatpic.twitter.com/hBU8tdPHIn,1
216,Nah apalagi pasal 345 UU MD 3 ini berpotensi melanggar konstitusi #HasilRevisiUUMD3 #UUMD3 #DPRpic.twitter.com/mh2YnlhHf2,0
217,#HasilRevisiUUMD3 ofensif dan represif untuk memanggil paksa seseorang #UUMD3 #WakilRakyatpic.twitter.com/Y5Xl2sVmX2,0
218,DPR harus adil. yang salah ya salah yang benar ya benar #HasilRevisiUUMD3 #UUMD3 #WakilRakyatpic.twitter.com/Thtt0YfNSK,0
219,Gak bisa begitu. #HasilRevisiUUMD3 malah memberikan kewenangan DPR paling superior dibanding lembaga eksekutif dan yudikatif #WakilRakyat #BekerjaUntukRakyatpic.twitter.com/s9uMmmD8aI,0
220,#HasilRevisiUUMD3 seharusnya kita sebagai warga negara yang baik dan punya permasalahan hukum harus wajib datang #UUMD3 #WakilRakyatpic.twitter.com/WTLlqtF1g4,1
221,#HasilRevisiUUMD3 jangan menjadi payung perlindungan bagi anggota DPR yg melakukan tindak pidana,0
222,#HasilRevisiUUMD3 DPR tidak punya fungsi yuridis bisa manggil orang. itu menyalahi aturan ketatanegaraan #UUMD3 #WakilRakyat,0
223,#HasilRevisiUUMD3 yang melibatkan pertimbangan MKD sebagai syarat pemeriksaan hukum terkait tindak pidana anggota DPR #WakilRakyat #BekerjaUntukRakyatpic.twitter.com/FavM7rxDdM,1
224,"Tampilan sederhana,ramah dan selalu tersenyum. Itulah sosok Drs. FADHOLI anggota DPR RI dari Fraksi Partai NasDem periode 2014-2019. Wakil rakyat dari daerah pemilihan (#Kendal, #SEMARANG,#UNGARAN,#SALATIGA)",1
225,Kewenangan DPR jangan jusru menciptakan mekanisme perlindungan bagi tindak kejahatan yg dilakukan legislator dong #HasilRevisiUUMD3 #UUMD3 #DPRpic.twitter.com/U9XF9wQhVi,0
226,mekanisme pengawasan dan evaluasinya akan diturunkan dalam Tata tertib DPD #HasilRevisiUUMD3 pic.twitter.com/zp1UQ4DU7T,1
227,Coba di evaluasi lagi dan di kaji ulang terkait #HasilRevisiUUMD3 pic.twitter.com/U9XF9wQhVi,1
228,#HasilRevisiUUMD3 berpotensi melanggar konstitusi #UUMD3 #DPRpic.twitter.com/kpdTbb4zlE,0
229,#HasilRevisiUUMD3 DPR sendiri hanya memiliki kewenangan di bidang legislatif sebatas fungsi penganggaran. pengawasan dan legislasi. #WakilRakyat #UUMD3pic.twitter.com/lljFHmZwzo,1
230,"Kinerja Berbagai Kumunitas sudah Menyamai Visi dan Misi DPR? 
DPR masih sih sibuk???
#DPROGAHDIKRITIK",0
231,@NajwaShihab #DPROGAHDIKRITIK selalu menarik untuk diperbincangkan. pic.twitter.com/Z7GOuD1Df4,0
232,"artis daia di tv mulu, kangen ngiklan n, #daia #DPROGAHDIKRITIK",0
233,"DPR & Kritikan, serta KPK jg dbahas, knp ketika bahas DPR selalu tdk lepas dri bahasan Korupsi?Apa mngkin mslh kesejahteraan?bagaimana dgn #rakyat yg blm sejahtera???
#MataNajwaonStageMalang #MataNajwaonStage #DPROGAHDIKRITIK #KPK #namamutakharum #rakyatkuasapic.twitter.com/HUgWUjv9ic",0
234,"#Politik #DPROGAHDIKRITIK #indonesia #nyindir  budayakan memakai otak untuk berfikir, jangan hanya nafsu yang digunakan. proses akan lebih berarti dari pada hasil namun cara mendapatkannya secara instan. salam #perubahan #pakaiotakpic.twitter.com/wwi4lel1fl",0
235,Gak tertib banget diskusinya krn penjelasan mas @saidiman dipotong bertubi tubi. Si pemotong omongan itu bilang Pasal 122 tujuannya utk memberikan wewenang kpd MKD utk mewakili DPR. Jadi wakil rakyat mau diwakili lagi? Perwakilan berlapis?#DPROGAHDIKRITIK https://twitter.com/saidiman/status/964321618326466560 …,0
236,Pasal Karet yang kembali menegaskan bahwa Dewan yang terhormat masih belum memihak kepada kami yang menghormati (rakyat).. so kemana RUU Prolegnas yang lebih penting substansinya? #UUMD3 #DPROGAHDIKRITIK,0
237,"DPR bisa mengkritik bahkan nyinyir, nah giliran mau di kritik rakyatnya kok cari perlindungan menggunakan hak imunitas dg mengegolkan UU MD3 sungguh sangat disayangkan yg gaji rakyat tak mau di kritik #DPROgahDikritik",0
238,"#DPROgahDikritik, tdk setuju UUMD3 tentang Pengritik DPR bisa dipidana. DPR itu kerjaan terbanyak cuma mengritik Pemerintah. Lha kalau Pengritik ogah dikritik, bubarkan saja. Pemilu 2019 Rakyat tdk usah pilih DPR-D, cukup pilih DPD saja. Hemat APBN Triliunan & kurangi Korupsi.",0
239,Sukanya mengkritik tp gamau dikritik. Yekan? #DPROgahDikritik,0
240,Sedikit argumen untuk melawan sikap anti-kritik DPR. Siapa tahu ada gunanya. #DPROGAHDIKRITIK pic.twitter.com/KkpMX7QeEF,0
241,"Tunjukan prilaku tehormat , tidak perlu buat aturan2 untuk minta dihormati #mirisdpr #DPROGAHDIKRITIK #DPRtaik",0
242,"Kalo persepsi / pemaknaan saya sih ""HATI-HATI MENGKRITIK KAMI"" 

#UUMD3 #DPROGAHDIKRITIK pic.twitter.com/XD6VusUW8f",0
243,Terima kasih kepada @Feliciano_FH @Iwan9S10A @satriohendri @WahyuMuryadi dan Johnny G. Plate atas diskusi #DPROgahDikritik hari ini. Saksikan terus Kata Netizen setiap Kamis pukul 22:00 WIB hanya di @KompasTVpic.twitter.com/BfoE8oTzt2,0
244,#DPROGAHDIKRITIK jgn pilih mereka di di pemilihan di thn depan titik.,0
245,Saya sangat tdk setuju dg UUMD3 DPR #DPROgahDikritik,0
246,#DPROGAHDIKRITIK gamau dikritik? Kepercayaan rakyat kepada pemerintahan semakin memudar!,0
247,"Pekerjaan yg paling enak itu jadi wakil rakyat cuma membuat UU di lindungi UU, gooksss bgt dah @Kata_Netizen #DPROgahDikritik.
#AKTIVIS",0
248,"apakah masihh pantas dibillang dewan terhormat.hedehhh
#DPROGAHDIKRITIK",0
249,Kalo kerjanya bagus kok takut dikritik? Jangan pilih lagi wakil rakyat yg tidak mau dikritik. Wakil aja kok belagu? #DPROgahDikritik,0
250,hey bung yg di sana..anda bukan dewa atau pahlawan super yg tdk bisa dikritik..apa takut kl di kritik ketahuan belangnya...he..he..kl tersinggung ya monggo saja..#DPROGAHDIKRITIK,0
251,"@Kata_Netizen kritikan itu baik & penghinaan bisa baik bisa juga tdk bergantung dri sikap & perilakunya, jadi sehrsnya anggota dewan menerima kritikan agar menunjukkan kinerja yg baik dll, sehingga masyarakat akn merespon berbeda jika kinerja baik & tdk korupsi #DPROGAHDIKRITIK",0
252,"Bedanya kritik dengan penghinaan sebenernya didefinisikan seperti apa?
Karena generasi saat ini masih abu2 untuk menetukan bedanya kritik dengan penghinaan. Mungkin kopikers ada yang bisa bantu jawab? #DPROGAHDIKRITIK #katanetizen @KompasTV",1
253,"#DPROGAHDIKRITIK Kalau gak mau dikritik kembalikan mandat dari rakyat, keluar dari anggt DPR",0
254,"@DPR_RI masih butuh kritik, nyatanya di kritik rakyat aja gak pernah di denger, buat apa ""Percuma"" @Kata_Netizen #DPROgahDikritik.
#AKTIVIS",0
255,"#DPROGAHDIKRITIK kl gak dicabut lebih baik boikot pileg, buat apa memilih orang yg gak mau dikritik #kompastv",0
256,@KompasTV @KataNetizen sesuai sila pertama *hanya TUHAN yang tidak boleh dikritik* #DPROGAHDIKRITIK,0
257,"@DPR_RI itu lembaga ""TERBAIK"" jgn di ""KRITIK"" apalagi di ""USIK"", mreka orang2 ""PINTAR"" jgn di lawan @Kata_Netizen #DPROgahDikritik.
#AKTIVIS",0
258,"#DPROgahDikritik
nggak usah digugat di MK....kita biarkan saja sampai nanti hancur negara ini....maka saat itu semua orang yg ikut dalam sidang pengesahan UU MD3 kita masukkan penjara semua",0
259,"#DPROGAHDIKRITIK emangnya ada yang bisa di kritik ?
Emang nya punya telinga tiap swara rakyat aja g tahu di dengar 
Welcome back rezim DPR @KompasTV",0
260,"DPR_RI mau jadi tirani mirip2 jaman orba..
Entahlah jadi apa negeri ini? Duet 2F memang maut..
#DPROgahDikritik
#kompastv
#katanetizen",0
261,Kalau gak mau dikritik mending jangan jadi wakil rakyat #DPROgahDikritik,0
262,"Tidak lah min, itu seperti UU perlindungan nya mereka. #DPROgahDikritik",0
263,"Menurut Prof @mohmahfudmd  baiknya Pak Presiden TTD dulu, setelah itu besoknya langsung keluarin PERPU untuk pencabutan UU MD3. Salam #BubarkanDPR",0
264,@DPR_RI  semakin jahat buat bangsa lewat UU MD3 @jokowi sebaiknya bubarkan @DPR_RI  susun yg baru #bubarkandpr,0
265,"2 tahun baru mau rampung....UU MD3 cepet kelar.
#BubarkanDPR #TerorismeBukanIslam #terorismedsos #KamiTidakTakut",0
266,Pantes anggota dewan gk ada yg hidup enak dihari tua. Karen banyak yg ngedoain dan melaknat anggota dpr pada masa kerjanya #tobat #UUMD3 #BUBARKANDPR,0
267,UUMD3 berati pers maupun media gk boleh dong menulis berita yg jelek tntg DPR... #konyol #UUMD3 #bubarkanDpr,0
268,#BubarkanDPR #BubarkanDPR #BubarkanDPR #BubarkanDPR #UUMD3 #BubarkanDPR #BubarkanDPR  dpr gk boleh dikritik. Asuuuuuukabeh,0
269,Kalau UU MD3 berlaku bagusan DPR dibubarkan aja buat apa ada kalo gak bisa dikritik!! #BubarkanDPR,0
270,Sekali lagi #kartumerahDPR,0
271,DPR seharusnya prnjaga gawang demokrasi #kartumerahDPR,0
272,"Atas pengesahan UUMD3 yg merontokkan demokrasi,  mari beri #kartumerahDPR",0
273,Kartu merah besar u DPR... #kartumerahDPR,0
274,"semoga jadi kenyataan yak..
#KartuMerahDPR #KartuMerahFadliZon dkk.
 @wijaya_sugeng @Takviri @P3nj3l4j4hhttps://twitter.com/RadioElshinta/status/963324630596444161 ?",0
275,Dan dengan senangnya kami akan terus menghina wakil seperti @fadlizon semakin banyak anda berbicara semakin tampak kebodohan bapak #Salam2PeriodeJokowi #kartumerahdpr #barisanparacebong,0
276,"Klo Pakde Jokowi dapet kartu kuning, seharusnya DPR sudah diskors karna berulang x dpet kartu merah #KartuMerahDPR",0
277,Kartu merah untuk DPR #kartuMerahDPR,0
278,"#kartumerahDPR
semoga tidah terpilih lagi",0
279,"Seharusnya kami, masyarakat yang memberi kartu merah untuk kinerja mereka semua di DPR, mereka bukan mewakilkan rakyat Indonesia diparlemen di2019 #KartuMerahDPR !",0
280,"Wakil Ketua DPR RI Taufik Kurniawan : “Jangan Tangani Ustadz Cepat, Joshua Lambat” https://www.wartamuslimin.com/nasional/1325/wakil-ketua-dpr-ri-taufik-kurniawan-jangan-tangani-ustadz-cepat-joshua-lambat … #WakilKetuaDPRRI #TaufikKurniawan #DPRRI #UZMA #UAS @tkurniawan_",0
281,Selamat kepada Bapak @bambangsoesatyo atas dilantiknya sebagai Ketua #DPRRI. Semoga senantiasa diberi kekuatan & rahmat Allah SWT dalam menjalankan amanah ini dgn baik ... Amiin @Mensobsession @Group_Obsession @womensobsession @obsessionewspic.twitter.com/7doREfrMdf,1
282,Ketua DPR: Hubungan DPR-KPK Harus Harmonis. #DPRRI #KetuaDPRRI #BambangSoesatyo #Kpk #Jakarta http://bit.ly/2B826og ,1
283,Komisi II Dan Mendagri Rapat Verifikasi Parpol #DPRRI http://www.rmolkalbar.com/read/2018/01/16/1411/Komisi-II-Dan-Mendagri-Rapat-Verifikasi-Parpol- …,1
284,Zulkifli Hasan Minta Bambang Benahi Kinerja DPR. #MPRRI #DPR/MPR #KetuaMPR #DPRRI #KetuaDPRRI #Jakarta http://bit.ly/2Devnn0 ,1
285,"Yayasan nurani indonesia DPR RI Darmadi durianto mengucapkan kepada toko EURO buka toko baru,semoga sukses maju jaya,tanah abang tgl 16 januari 2018.                    #DPRRI #darmadiduriantopic.twitter.com/ala3FoUfu2",1
286,#DPDRI @DPDRI Politisi Senior PDIP Sabam Sirait Jadi Anggota DPD RI http://bit.ly/2B4e8Pq  #nusabali #berita #PDIP #DPRRI #Poitisi #SabamSirait,1
287,Setnov berharap Bambang Soesatyo jadikan DPR berwibawa. #SetyaNovanto #Golkar #PartaiGolkar #DPRRI #KetuaDPRRI http://bit.ly/2AZQS5b ,1
288,"Hari ini tanggal 15 Januari 2018 Bambang soesatyo akan dilantik sebagai Ketia DPR RI menggantkan Setya Novanto
#Politikbaik #DPRRI pic.twitter.com/OgXGlJuK0X",1
289,Golkar Umumkan Ketua DPR Setelah Revisi UU MD3 http://bit.ly/2CZ29sf   #Golkar #AnggotaDewan #berita #nusabali #WakilRakyat #Golkar #DPRRI http://dlvr.it/Q9bhP3 pic.twitter.com/kS8nUz5P2Y,1
290,"“Dan hendaklah kamu berbuat baik kepada ibu bapakmu dan kaum kerabat dan anak-anak yatim.” (QS An Nisaa,4:127)

Doa kami selalu tercurah untukmu anak-anakku semua 
#HEW #hartantoedhiewibowo #anggota #dpr #dprri #FPDDPRRI #PartaiDemokrat #DemokratPeduli #anakyatim #Demokratpic.twitter.com/YaIhmZvMi9",1
291,"Dirgahayu #45TahunPDIPerjuangan 
Berjuang untuk kesejahterahan Rakyat

#DarmadiDurianto #DPRRI… https://www.instagram.com/p/BdtkrxgHK-A/ ",1
292,GOLKAR: Pengganti Setnov Tunggu Hasil Revisi UU MD3. #Golkar #DPRRI #SetyaNovanto #Jakarta http://bit.ly/2CVjguK ,1
293,DPR: Golkar Belum Ajukan Nama Pengganti Novanto. #DPRRI #KetuaDPRRI #KetuaUmumGolkar #SetyaNovanto #PartaiGolkar http://bit.ly/2AFrDou ,1
294,"Bersama PDI Perjuangan Berjuang Untuk Kesejahteraan Rakyat
.
.
.
#juliaribatubara
#PDIPerjuangan
#DPRRI
#komisiVI #BKSAP #Jateng1pic.twitter.com/cLszHaraOl",1
295,"Hebat,,
merasa paling benar tapi tidak berkaca, dan lupa bahwa ada kesamaan, 
Harus nya seorang #DPRRI berpesan yang baik demi kedamaian, bukan memprofokasi situasi bangsa dan agama",0
296,"Illiza Sa'aduddin Djamal calon DPR-RI  untuk Aceh 1; Pijay, Pidie, B. Aceh, Aceh Besar, Sabang, A. Jaya, Aceh Barat, Simeulue, Abdya, A. Selatan, Singkil, Subulussalam, A. Tenggara dan Gayo Lues InsyaAllah beliau naik melalui Partai PPP
@IllizaSdjamal #DPRRI #Aceh #PPP #Indonesiapic.twitter.com/5IbOjA4YID",1
297,Kualitas E-KTP hasil korupsi ya gini ini  #mendagri #dprri #ektp #ktp #indonesiaraya #ruangpublik #KPK #citizenjournalismpic.twitter.com/B61PjPMoOS,0
298,Saya tidak habis pikir kenapa pak Djarot ke SUMUT. Dan lebih tak mengerti lagi kenapa wakil rakyat dapil SUMUT yg duduk di #DPRRI dari fraksi #PDIP tidak aa yang bersuara. Apakah kalian tidak ada yang berani pulang benahi kampung halaman? #pilkadasumut,0
299,"Perebutan Kursi Kosong Setya Novanto di DPR https://law-justice.co/perebutan-kursi-kosong-setya-novanto-di-dpr.html …
@lawjusticeco @DPR_RI #berita #news #indonesia #DPRRI #SetyaNovanto",1
300,Rencana Penambahan Kursi Pimpinan DPR Harus Dimatangkan Kembali https://goo.gl/fb/Qhmcqc  #nasional #dprri #jakarta,1
301,P3S Gelar Bazar untuk Penggalangan Dana http://requisitoire-magazine.com/2018/01/03/p3s-gelar-bazar-untuk-penggalangan-dana/ … #p3s #persatuan #pensiunan #pegawai #sekretariat #jendral #dprri #gelar #bazar #murah #untuk #penggalangan #dana,1
302,Selamat kepada Bapak @bambangsoesatyo atas dilantiknya sebagai Ketua #DPRRI. Semoga senantiasa diberi kekuatan & rahmat Allah SWT dalam menjalankan amanah ini dgn baik ... Amiin @Mensobsession @Group_Obsession @womensobsession @obsessionewspic.twitter.com/7doREfrMdf,1
303,"Pantun Ketua DPR RI, Bambang Soesatyo saat memberi pidato pelantikannya, 15 Januari 2018 @bambangsoesatyo #ketuadpr #dprri #bambangsoesatyo #bamsoet #pantun #pidatopelantikan #indonesiamaju #partaigolkar #GolkarPedia #GolkarSahabatRakyat #GolkarBersih #GolkarBangkitpic.twitter.com/EJptAAVxSz",1
304,"""Kalau dari sisi pengalaman dan penguasaan masalah tentu Pak Bambang Soesatyo bisa dibilang sudah sangat mumpuni untuk memimpin DPR,” Wakil Ketua DPR, Fahri Hamzah

#wakilketuadpr #fahrihamzah #kammi #bambangsoesatyo #bamsoet #ketuadpr #golkar #mumpuni #dprri #golkarpediapic.twitter.com/MQphB2Rzf2",1
305,Ketua DPR: Hubungan DPR-KPK Harus Harmonis. #DPRRI #KetuaDPRRI #BambangSoesatyo #Kpk #Jakarta http://bit.ly/2B826og ,1
306,Komisi II Dan Mendagri Rapat Verifikasi Parpol #DPRRI http://www.rmolkalbar.com/read/2018/01/16/1411/Komisi-II-Dan-Mendagri-Rapat-Verifikasi-Parpol- …,1
